case:concept:name,concept:name,time:start,time:end,case:dims,case:threads
V5R49,"matmul(T_AB,T_CD)",1652347216.206949,1652347216.2075,"[300, 4000, 30, 320, 3000]",4
V1R32,"matmul(A,B)",1652347216.208685,1652347216.209227,"[300, 4000, 30, 320, 3000]",4
V1R32,"matmul(T_AB,C)",1652347216.209227,1652347216.209349,"[300, 4000, 30, 320, 3000]",4
V1R32,"matmul(T_ABC,D)",1652347216.209349,1652347216.212303,"[300, 4000, 30, 320, 3000]",4
V3R27,"matmul(B,C)",1652347216.213611,1652347216.214355,"[300, 4000, 30, 320, 3000]",4
V3R27,"matmul(T_BC,D)",1652347216.214355,1652347216.242004,"[300, 4000, 30, 320, 3000]",4
V3R27,"matmul(A,T_BCD)",1652347216.242004,1652347216.272718,"[300, 4000, 30, 320, 3000]",4
V3R14,"matmul(B,C)",1652347216.27386,1652347216.274417,"[300, 4000, 30, 320, 3000]",4
V3R14,"matmul(T_BC,D)",1652347216.274417,1652347216.301269,"[300, 4000, 30, 320, 3000]",4
V3R14,"matmul(A,T_BCD)",1652347216.301269,1652347216.331005,"[300, 4000, 30, 320, 3000]",4
V2R18,"matmul(B,C)",1652347216.332112,1652347216.33262,"[300, 4000, 30, 320, 3000]",4
V2R18,"matmul(A,T_BC)",1652347216.33262,1652347216.335741,"[300, 4000, 30, 320, 3000]",4
V2R18,"matmul(T_ABC,D)",1652347216.335741,1652347216.338328,"[300, 4000, 30, 320, 3000]",4
V5R44,"matmul(A,B)",1652347216.339397,1652347216.340108,"[300, 4000, 30, 320, 3000]",4
V5R44,"matmul(C,D)",1652347216.340108,1652347216.340109,"[300, 4000, 30, 320, 3000]",4
V5R44,"matmul(T_AB,T_CD)",1652347216.340109,1652347216.340493,"[300, 4000, 30, 320, 3000]",4
V3R26,"matmul(B,C)",1652347216.341484,1652347216.341977,"[300, 4000, 30, 320, 3000]",4
V3R26,"matmul(T_BC,D)",1652347216.341977,1652347216.368353,"[300, 4000, 30, 320, 3000]",4
V3R26,"matmul(A,T_BCD)",1652347216.368353,1652347216.398724,"[300, 4000, 30, 320, 3000]",4
V2R48,"matmul(B,C)",1652347216.39983,1652347216.400341,"[300, 4000, 30, 320, 3000]",4
V2R48,"matmul(A,T_BC)",1652347216.400341,1652347216.403508,"[300, 4000, 30, 320, 3000]",4
V2R48,"matmul(T_ABC,D)",1652347216.403508,1652347216.40603,"[300, 4000, 30, 320, 3000]",4
V4R63,"matmul(C,D)",1652347216.407078,1652347216.407502,"[300, 4000, 30, 320, 3000]",4
V4R63,"matmul(B,T_CD)",1652347216.407502,1652347216.411164,"[300, 4000, 30, 320, 3000]",4
V4R63,"matmul(A,T_BCD)",1652347216.411164,1652347216.440027,"[300, 4000, 30, 320, 3000]",4
V5R0,"matmul(A,B)",1652347216.440779,1652347216.44152,"[300, 4000, 30, 320, 3000]",4
V5R0,"matmul(C,D)",1652347216.44152,1652347216.441522,"[300, 4000, 30, 320, 3000]",4
V5R0,"matmul(T_AB,T_CD)",1652347216.441522,1652347216.44181,"[300, 4000, 30, 320, 3000]",4
